"release","RD1-ADS","RD1-AIS","RD1-ACS","RD1-RCS","RD1-RIS","RD2-ADS","RD2-AIS","RD2-ACS","RD2-RCS","RD2-RIS","RD3-ADS","RD3-AIS","RD3-ACS","RD3-RCS","RD3-RIS","RD4-ADS","RD4-AIS","RD4-ACS","RD4-RCS","RD4-RIS","RD5-ADS","RD5-AIS","RD5-ACS","RD5-RCS","RD5-RIS","RD6-ADS","RD6-AIS","RD6-ACS","RD6-RCS","RD6-RIS","RD7-ADS","RD7-AIS","RD7-ACS","RD7-RCS","RD7-RIS","RD8-ADS","RD8-AIS","RD8-ACS","RD8-RCS","RD8-RIS","RD9-ADS","RD9-AIS","RD9-ACS","RD9-RCS","RD9-RIS","RD10-ADS","RD10-AIS","RD10-ACS","RD10-RCS","RD10-RIS","RD11-ADS","RD11-AIS","RD11-ACS","RD11-RCS","RD11-RIS","RD12-ADS","RD12-AIS","RD12-ACS","RD12-RCS","RD12-RIS","RD13-ADS","RD13-AIS","RD13-ACS","RD13-RCS","RD13-RIS","RD14-ADS","RD14-AIS","RD14-ACS","RD14-RCS","RD14-RIS","RD15-ADS","RD15-AIS","RD15-ACS","RD15-RCS","RD15-RIS","RD16-ADS","RD16-AIS","RD16-ACS","RD16-RCS","RD16-RIS","RD17-ADS","RD17-AIS","RD17-ACS","RD17-RCS","RD17-RIS","RD18-ADS","RD18-AIS","RD18-ACS","RD18-RCS","RD18-RIS","RD19-ADS","RD19-AIS","RD19-ACS","RD19-RCS","RD19-RIS","RD20-ADS","RD20-AIS","RD20-ACS","RD20-RCS","RD20-RIS","RD21-ADS","RD21-AIS","RD21-ACS","RD21-RCS","RD21-RIS","RD22-ADS","RD22-AIS","RD22-ACS","RD22-RCS","RD22-RIS","RD23-ADS","RD23-AIS","RD23-ACS","RD23-RCS","RD23-RIS","RD24-ADS","RD24-AIS","RD24-ACS","RD24-RCS","RD24-RIS","RD25-ADS","RD25-AIS","RD25-ACS","RD25-RCS","RD25-RIS","RD26-ADS","RD26-AIS","RD26-ACS","RD26-RCS","RD26-RIS","RD27-ADS","RD27-AIS","RD27-ACS","RD27-RCS","RD27-RIS","RD28-ADS","RD28-AIS","RD28-ACS","RD28-RCS","RD28-RIS","RD29-ADS","RD29-AIS","RD29-ACS","RD29-RCS","RD29-RIS","RD30-ADS","RD30-AIS","RD30-ACS","RD30-RCS","RD30-RIS","CPS1-ADS","CPS1-AIS","CPS1-ACS","CPS1-RCS","CPS1-RIS","GTW-ADS","GTW-AIS","GTW-ACS","GTW-RCS","GTW-RIS","REG-ADS","REG-AIS","REG-ACS","REG-RCS","REG-RIS","TRC-ADS","TRC-AIS","TRC-ACS","TRC-RCS","TRC-RIS","MSV1-ADS","MSV1-AIS","MSV1-ACS","MSV1-RCS","MSV1-RIS"
"1","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","25.0","125.0","0.14705882352941177","0.7352941176470589","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","5.0","40.0","0.23529411764705882","0.14705882352941177","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","8.0","3.0","24.0","0.23529411764705882","0.08823529411764706","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","3.0","0.0","0.0","0.08823529411764706","0.0","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","0.0","0.0","0.14705882352941177","0.0","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","32.0","32.0","0.029411764705882353","0.9411764705882353","0.0","0.0","0.0","0.0","0.0"
"2","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","25.0","125.0","0.14705882352941177","0.7352941176470589","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","5.0","40.0","0.23529411764705882","0.14705882352941177","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","8.0","3.0","24.0","0.23529411764705882","0.08823529411764706","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","3.0","0.0","0.0","0.08823529411764706","0.0","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","0.0","0.0","0.14705882352941177","0.0","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","32.0","32.0","0.029411764705882353","0.9411764705882353","0.0","0.0","0.0","0.0","0.0"
"3","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","25.0","125.0","0.14705882352941177","0.7352941176470589","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","5.0","40.0","0.23529411764705882","0.14705882352941177","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","8.0","3.0","24.0","0.23529411764705882","0.08823529411764706","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","3.0","0.0","0.0","0.08823529411764706","0.0","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","0.0","0.0","0.14705882352941177","0.0","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","32.0","32.0","0.029411764705882353","0.9411764705882353","0.0","0.0","0.0","0.0","0.0"
"4","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","25.0","125.0","0.14705882352941177","0.7352941176470589","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","5.0","40.0","0.23529411764705882","0.14705882352941177","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","8.0","3.0","24.0","0.23529411764705882","0.08823529411764706","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","3.0","0.0","0.0","0.08823529411764706","0.0","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","0.0","0.0","0.14705882352941177","0.0","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","32.0","32.0","0.029411764705882353","0.9411764705882353","0.0","0.0","0.0","0.0","0.0"
"5","7.0","2.0","14.0","0.20588235294117646","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","25.0","125.0","0.14705882352941177","0.7352941176470589","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","5.0","40.0","0.23529411764705882","0.14705882352941177","3.0","4.0","12.0","0.08823529411764706","0.11764705882352941","5.0","5.0","25.0","0.14705882352941177","0.14705882352941177","6.0","2.0","12.0","0.17647058823529413","0.058823529411764705","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","3.0","3.0","9.0","0.08823529411764706","0.08823529411764706","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","4.0","5.0","20.0","0.11764705882352941","0.14705882352941177","6.0","3.0","18.0","0.17647058823529413","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","4.0","2.0","8.0","0.11764705882352941","0.058823529411764705","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","8.0","3.0","24.0","0.23529411764705882","0.08823529411764706","6.0","1.0","6.0","0.17647058823529413","0.029411764705882353","5.0","1.0","5.0","0.14705882352941177","0.029411764705882353","5.0","3.0","15.0","0.14705882352941177","0.08823529411764706","3.0","0.0","0.0","0.08823529411764706","0.0","4.0","4.0","16.0","0.11764705882352941","0.11764705882352941","5.0","0.0","0.0","0.14705882352941177","0.0","4.0","1.0","4.0","0.11764705882352941","0.029411764705882353","4.0","3.0","12.0","0.11764705882352941","0.08823529411764706","8.0","1.0","8.0","0.23529411764705882","0.029411764705882353","2.0","0.0","0.0","0.058823529411764705","0.0","0.0","32.0","0.0","0.0","0.9411764705882353","1.0","32.0","32.0","0.029411764705882353","0.9411764705882353","0.0","0.0","0.0","0.0","0.0"
"6","7.0","2.0","14.0","0.2","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","13.0","65.0","0.14285714285714285","0.37142857142857144","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","5.0","40.0","0.22857142857142856","0.14285714285714285","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","8.0","3.0","24.0","0.22857142857142856","0.08571428571428572","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","0.0","0.0","0.14285714285714285","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","33.0","33.0","0.02857142857142857","0.9428571428571428","2.0","12.0","24.0","0.05714285714285714","0.34285714285714286"
"7","7.0","2.0","14.0","0.2","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","13.0","65.0","0.14285714285714285","0.37142857142857144","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","5.0","40.0","0.22857142857142856","0.14285714285714285","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","8.0","3.0","24.0","0.22857142857142856","0.08571428571428572","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","0.0","0.0","0.14285714285714285","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","33.0","33.0","0.02857142857142857","0.9428571428571428","2.0","12.0","24.0","0.05714285714285714","0.34285714285714286"
"8","7.0","2.0","14.0","0.2","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","13.0","65.0","0.14285714285714285","0.37142857142857144","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","5.0","40.0","0.22857142857142856","0.14285714285714285","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","8.0","3.0","24.0","0.22857142857142856","0.08571428571428572","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","0.0","0.0","0.14285714285714285","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","33.0","33.0","0.02857142857142857","0.9428571428571428","2.0","12.0","24.0","0.05714285714285714","0.34285714285714286"
"9","7.0","2.0","14.0","0.2","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","13.0","65.0","0.14285714285714285","0.37142857142857144","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","5.0","40.0","0.22857142857142856","0.14285714285714285","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","8.0","3.0","24.0","0.22857142857142856","0.08571428571428572","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","0.0","0.0","0.14285714285714285","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","33.0","33.0","0.02857142857142857","0.9428571428571428","2.0","12.0","24.0","0.05714285714285714","0.34285714285714286"
"10","7.0","2.0","14.0","0.2","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","13.0","65.0","0.14285714285714285","0.37142857142857144","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","5.0","40.0","0.22857142857142856","0.14285714285714285","3.0","4.0","12.0","0.08571428571428572","0.11428571428571428","5.0","5.0","25.0","0.14285714285714285","0.14285714285714285","6.0","2.0","12.0","0.17142857142857143","0.05714285714285714","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","3.0","3.0","9.0","0.08571428571428572","0.08571428571428572","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","4.0","5.0","20.0","0.11428571428571428","0.14285714285714285","6.0","3.0","18.0","0.17142857142857143","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","4.0","2.0","8.0","0.11428571428571428","0.05714285714285714","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","8.0","3.0","24.0","0.22857142857142856","0.08571428571428572","6.0","1.0","6.0","0.17142857142857143","0.02857142857142857","5.0","1.0","5.0","0.14285714285714285","0.02857142857142857","5.0","3.0","15.0","0.14285714285714285","0.08571428571428572","3.0","0.0","0.0","0.08571428571428572","0.0","4.0","4.0","16.0","0.11428571428571428","0.11428571428571428","5.0","0.0","0.0","0.14285714285714285","0.0","4.0","1.0","4.0","0.11428571428571428","0.02857142857142857","4.0","3.0","12.0","0.11428571428571428","0.08571428571428572","8.0","1.0","8.0","0.22857142857142856","0.02857142857142857","2.0","0.0","0.0","0.05714285714285714","0.0","0.0","33.0","0.0","0.0","0.9428571428571428","1.0","33.0","33.0","0.02857142857142857","0.9428571428571428","2.0","12.0","24.0","0.05714285714285714","0.34285714285714286"
